# x_m,y_m,width_right,width_left
-1.7881,-14.7932,0.5384,0.5390
-1.7846,-14.8030,0.5385,0.5393
-1.7811,-14.8127,0.5387,0.5397
-1.7776,-14.8224,0.5390,0.5402
-1.7741,-14.8321,0.5393,0.5406
-1.7705,-14.8418,0.5396,0.5412
-1.7669,-14.8515,0.5399,0.5417
-1.7633,-14.8611,0.5403,0.5424
-1.7596,-14.8708,0.5408,0.5430
-1.7558,-14.8804,0.5412,0.5436
-1.7520,-14.8900,0.5417,0.5443
-1.7482,-14.8996,0.5423,0.5450
-1.7443,-14.9091,0.5428,0.5457
-1.7404,-14.9187,0.5434,0.5464
-1.7365,-14.9282,0.5441,0.5470
-1.7325,-14.9378,0.5447,0.5477
-1.7285,-14.9473,0.5454,0.5483
-1.7244,-14.9568,0.5460,0.5489
-1.7203,-14.9663,0.5467,0.5495
-1.7162,-14.9757,0.5473,0.5501
-1.7121,-14.9852,0.5480,0.5506
-1.7080,-14.9947,0.5486,0.5511
-1.7038,-15.0041,0.5492,0.5516
-1.6996,-15.0135,0.5498,0.5521
-1.6954,-15.0230,0.5504,0.5526
-1.6912,-15.0324,0.5510,0.5531
-1.6870,-15.0418,0.5515,0.5535
-1.6828,-15.0513,0.5520,0.5540
-1.6786,-15.0607,0.5524,0.5544
-1.6744,-15.0701,0.5529,0.5549
-1.6702,-15.0796,0.5533,0.5553
-1.6660,-15.0890,0.5537,0.5558
-1.6618,-15.0984,0.5542,0.5563
-1.6577,-15.1079,0.5546,0.5567
-1.6535,-15.1173,0.5550,0.5572
-1.6493,-15.1268,0.5554,0.5577
-1.6452,-15.1362,0.5558,0.5583
-1.6411,-15.1457,0.5562,0.5588
-1.6370,-15.1552,0.5566,0.5593
-1.6329,-15.1646,0.5570,0.5599
-1.6288,-15.1741,0.5574,0.5605
-1.6247,-15.1836,0.5579,0.5611
-1.6206,-15.1931,0.5583,0.5617
-1.6166,-15.2026,0.5588,0.5623
-1.6125,-15.2121,0.5593,0.5629
-1.6085,-15.2216,0.5598,0.5635
-1.6044,-15.2311,0.5603,0.5642
-1.6004,-15.2406,0.5608,0.5648
-1.5964,-15.2501,0.5614,0.5654
-1.5923,-15.2596,0.5620,0.5660
-1.5883,-15.2691,0.5626,0.5666
-1.5842,-15.2786,0.5632,0.5672
-1.5802,-15.2881,0.5638,0.5678
-1.5761,-15.2976,0.5645,0.5684
-1.5721,-15.3071,0.5651,0.5689
-1.5680,-15.3166,0.5658,0.5694
-1.5640,-15.3261,0.5664,0.5699
-1.5599,-15.3356,0.5670,0.5704
-1.5558,-15.3450,0.5677,0.5708
-1.5518,-15.3545,0.5683,0.5712
-1.5477,-15.3640,0.5689,0.5716
-1.5436,-15.3735,0.5695,0.5719
-1.5395,-15.3830,0.5700,0.5722
-1.5355,-15.3925,0.5705,0.5724
-1.5314,-15.4020,0.5710,0.5726
-1.5274,-15.4115,0.5714,0.5728
-1.5233,-15.4210,0.5717,0.5730
-1.5193,-15.4305,0.5721,0.5731
-1.5153,-15.4400,0.5723,0.5732
-1.5113,-15.4495,0.5726,0.5733
-1.5074,-15.4591,0.5728,0.5734
-1.5034,-15.4686,0.5730,0.5734
-1.4995,-15.4781,0.5731,0.5735
-1.4956,-15.4877,0.5732,0.5735
-1.4917,-15.4973,0.5733,0.5735
-1.4878,-15.5068,0.5734,0.5736
-1.4840,-15.5164,0.5734,0.5736
-1.4801,-15.5260,0.5735,0.5736
-1.4763,-15.5356,0.5735,0.5736
-1.4726,-15.5452,0.5735,0.5736
-1.4688,-15.5548,0.5736,0.5736
-1.4651,-15.5645,0.5736,0.5736
-1.4614,-15.5741,0.5736,0.5737
-1.4577,-15.5838,0.5736,0.5737
-1.4541,-15.5934,0.5737,0.5737
-1.4504,-15.6031,0.5737,0.5737
-1.4468,-15.6128,0.5737,0.5737
-1.4432,-15.6224,0.5737,0.5737
-1.4397,-15.6321,0.5738,0.5738
-1.4361,-15.6418,0.5738,0.5738
-1.4326,-15.6515,0.5738,0.5738
-1.4291,-15.6612,0.5738,0.5738
-1.4256,-15.6710,0.5739,0.5738
-1.4222,-15.6807,0.5738,0.5739
-1.4187,-15.6904,0.5738,0.5739
-1.4153,-15.7002,0.5738,0.5739
-1.4119,-15.7099,0.5737,0.5739
-1.4085,-15.7197,0.5737,0.5739
-1.4052,-15.7294,0.5736,0.5738
-1.4018,-15.7392,0.5735,0.5738
-1.3985,-15.7490,0.5733,0.5738
-1.3952,-15.7588,0.5731,0.5737
-1.3919,-15.7685,0.5728,0.5737
-1.3886,-15.7783,0.5725,0.5736
-1.3854,-15.7881,0.5722,0.5735
-1.3821,-15.7979,0.5718,0.5734
-1.3789,-15.8077,0.5714,0.5732
-1.3757,-15.8175,0.5709,0.5730
-1.3724,-15.8273,0.5704,0.5728
-1.3692,-15.8372,0.5698,0.5726
-1.3660,-15.8470,0.5692,0.5723
-1.3628,-15.8568,0.5686,0.5720
-1.3596,-15.8666,0.5680,0.5716
-1.3565,-15.8764,0.5673,0.5712
-1.3533,-15.8863,0.5667,0.5708
-1.3501,-15.8961,0.5660,0.5703
-1.3469,-15.9059,0.5654,0.5698
-1.3438,-15.9157,0.5647,0.5693
-1.3406,-15.9256,0.5641,0.5687
-1.3375,-15.9354,0.5635,0.5681
-1.3343,-15.9452,0.5629,0.5674
-1.3312,-15.9551,0.5623,0.5668
-1.3281,-15.9649,0.5617,0.5661
-1.3250,-15.9748,0.5611,0.5654
-1.3220,-15.9846,0.5606,0.5647
-1.3189,-15.9945,0.5600,0.5640
-1.3160,-16.0044,0.5595,0.5633
-1.3130,-16.0143,0.5589,0.5625
-1.3101,-16.0242,0.5584,0.5618
-1.3073,-16.0341,0.5578,0.5611
-1.3044,-16.0441,0.5573,0.5604
-1.3017,-16.0540,0.5568,0.5597
-1.2990,-16.0640,0.5562,0.5590
-1.2963,-16.0739,0.5557,0.5583
-1.2937,-16.0839,0.5551,0.5577
-1.2911,-16.0939,0.5546,0.5570
-1.2886,-16.1039,0.5541,0.5564
-1.2862,-16.1140,0.5536,0.5558
-1.2837,-16.1240,0.5531,0.5552
-1.2814,-16.1341,0.5525,0.5546
-1.2791,-16.1441,0.5520,0.5540
-1.2768,-16.1542,0.5515,0.5535
-1.2746,-16.1643,0.5510,0.5530
-1.2724,-16.1744,0.5505,0.5525
-1.2703,-16.1845,0.5500,0.5520
-1.2682,-16.1946,0.5495,0.5515
-1.2662,-16.2047,0.5491,0.5510
-1.2641,-16.2148,0.5486,0.5506
-1.2622,-16.2250,0.5482,0.5502
-1.2603,-16.2351,0.5477,0.5497
-1.2584,-16.2453,0.5473,0.5493
-1.2565,-16.2554,0.5469,0.5489
-1.2547,-16.2656,0.5464,0.5486
-1.2529,-16.2758,0.5460,0.5482
-1.2511,-16.2859,0.5456,0.5478
-1.2494,-16.2961,0.5452,0.5475
-1.2477,-16.3063,0.5448,0.5471
-1.2460,-16.3165,0.5444,0.5468
-1.2444,-16.3267,0.5440,0.5465
-1.2427,-16.3369,0.5435,0.5461
-1.2411,-16.3471,0.5430,0.5458
-1.2395,-16.3573,0.5426,0.5454
-1.2380,-16.3675,0.5421,0.5451
-1.2364,-16.3777,0.5416,0.5447
-1.2348,-16.3879,0.5411,0.5444
-1.2333,-16.3981,0.5406,0.5440
-1.2318,-16.4083,0.5400,0.5436
-1.2302,-16.4185,0.5395,0.5432
-1.2287,-16.4287,0.5389,0.5427
-1.2272,-16.4389,0.5384,0.5422
-1.2257,-16.4491,0.5379,0.5417
-1.2241,-16.4593,0.5373,0.5411
-1.2226,-16.4696,0.5367,0.5405
-1.2211,-16.4798,0.5362,0.5397
-1.2196,-16.4900,0.5357,0.5389
-1.2181,-16.5002,0.5351,0.5378
-1.2167,-16.5104,0.5346,0.5367
-1.2152,-16.5207,0.5339,0.5356
-1.2139,-16.5309,0.5333,0.5344
-1.2125,-16.5411,0.5327,0.5333
-1.2113,-16.5514,0.5320,0.5321
-1.2100,-16.5616,0.5312,0.5311
-1.2089,-16.5719,0.5304,0.5300
-1.2078,-16.5821,0.5295,0.5290
-1.2067,-16.5924,0.5286,0.5281
-1.2057,-16.6027,0.5277,0.5272
-1.2048,-16.6130,0.5267,0.5263
-1.2038,-16.6233,0.5257,0.5255
-1.2030,-16.6335,0.5246,0.5246
-1.2021,-16.6438,0.5236,0.5239
-1.2013,-16.6541,0.5225,0.5231
-1.2005,-16.6644,0.5214,0.5224
-1.1998,-16.6747,0.5203,0.5217
-1.1990,-16.6850,0.5193,0.5209
-1.1983,-16.6953,0.5182,0.5203
-1.1976,-16.7056,0.5171,0.5196
-1.1969,-16.7159,0.5162,0.5190
-1.1963,-16.7262,0.5152,0.5183
-1.1957,-16.7365,0.5142,0.5177
-1.1950,-16.7468,0.5133,0.5171
-1.1944,-16.7571,0.5125,0.5165
-1.1939,-16.7674,0.5117,0.5160
-1.1933,-16.7778,0.5110,0.5154
-1.1928,-16.7881,0.5103,0.5148
-1.1922,-16.7984,0.5097,0.5143
-1.1917,-16.8087,0.5092,0.5138
-1.1912,-16.8190,0.5086,0.5133
-1.1908,-16.8293,0.5083,0.5128
-1.1904,-16.8396,0.5079,0.5123
-1.1899,-16.8499,0.5076,0.5119
-1.1896,-16.8603,0.5074,0.5114
-1.1892,-16.8706,0.5072,0.5110
-1.1889,-16.8809,0.5071,0.5106
-1.1886,-16.8912,0.5071,0.5103
-1.1884,-16.9015,0.5072,0.5099
-1.1882,-16.9119,0.5072,0.5096
-1.1880,-16.9222,0.5074,0.5093
-1.1879,-16.9325,0.5075,0.5091
-1.1878,-16.9428,0.5078,0.5089
-1.1879,-16.9532,0.5081,0.5088
-1.1880,-16.9635,0.5084,0.5087
-1.1881,-16.9738,0.5087,0.5086
-1.1883,-16.9841,0.5090,0.5087
-1.1887,-16.9945,0.5094,0.5087
-1.1891,-17.0048,0.5097,0.5088
-1.1896,-17.0151,0.5101,0.5090
-1.1902,-17.0254,0.5104,0.5093
-1.1910,-17.0357,0.5108,0.5096
-1.1918,-17.0460,0.5111,0.5100
-1.1928,-17.0562,0.5114,0.5104
-1.1939,-17.0665,0.5116,0.5108
-1.1951,-17.0768,0.5118,0.5112
-1.1964,-17.0870,0.5120,0.5116
-1.1978,-17.0972,0.5122,0.5120
-1.1993,-17.1075,0.5123,0.5123
-1.2009,-17.1177,0.5125,0.5126
-1.2026,-17.1278,0.5126,0.5129
-1.2043,-17.1380,0.5128,0.5132
-1.2062,-17.1482,0.5129,0.5135
-1.2080,-17.1583,0.5131,0.5137
-1.2100,-17.1685,0.5133,0.5140
-1.2120,-17.1786,0.5135,0.5143
-1.2140,-17.1887,0.5137,0.5146
-1.2161,-17.1988,0.5139,0.5149
-1.2182,-17.2089,0.5141,0.5152
-1.2203,-17.2190,0.5143,0.5156
-1.2225,-17.2291,0.5146,0.5159
-1.2248,-17.2392,0.5149,0.5163
-1.2270,-17.2493,0.5152,0.5166
-1.2294,-17.2593,0.5155,0.5170
-1.2317,-17.2694,0.5158,0.5174
-1.2341,-17.2794,0.5161,0.5178
-1.2365,-17.2895,0.5165,0.5183
-1.2390,-17.2995,0.5168,0.5188
-1.2416,-17.3095,0.5172,0.5193
-1.2441,-17.3195,0.5176,0.5198
-1.2468,-17.3295,0.5179,0.5203
-1.2494,-17.3395,0.5184,0.5209
-1.2522,-17.3494,0.5187,0.5215
-1.2549,-17.3594,0.5192,0.5221
-1.2578,-17.3693,0.5195,0.5228
-1.2607,-17.3792,0.5199,0.5235
-1.2636,-17.3891,0.5204,0.5242
-1.2666,-17.3990,0.5208,0.5250
-1.2697,-17.4088,0.5213,0.5258
-1.2728,-17.4187,0.5216,0.5266
-1.2760,-17.4285,0.5221,0.5274
-1.2792,-17.4383,0.5226,0.5283
-1.2824,-17.4481,0.5230,0.5292
-1.2858,-17.4579,0.5235,0.5301
-1.2891,-17.4676,0.5240,0.5311
-1.2925,-17.4774,0.5245,0.5321
-1.2960,-17.4871,0.5250,0.5330
-1.2995,-17.4968,0.5256,0.5341
-1.3030,-17.5065,0.5262,0.5351
-1.3065,-17.5162,0.5267,0.5361
-1.3101,-17.5259,0.5274,0.5371
-1.3137,-17.5356,0.5280,0.5382
-1.3174,-17.5453,0.5287,0.5392
-1.3210,-17.5549,0.5294,0.5403
-1.3247,-17.5646,0.5301,0.5414
-1.3284,-17.5742,0.5309,0.5425
-1.3322,-17.5838,0.5316,0.5436
-1.3359,-17.5934,0.5324,0.5447
-1.3397,-17.6030,0.5332,0.5458
-1.3435,-17.6126,0.5340,0.5469
-1.3474,-17.6222,0.5348,0.5481
-1.3513,-17.6318,0.5357,0.5493
-1.3552,-17.6413,0.5365,0.5504
-1.3591,-17.6509,0.5373,0.5517
-1.3631,-17.6604,0.5382,0.5529
-1.3671,-17.6699,0.5390,0.5542
-1.3712,-17.6794,0.5399,0.5555
-1.3753,-17.6889,0.5407,0.5568
-1.3794,-17.6983,0.5415,0.5581
-1.3836,-17.7078,0.5423,0.5595
-1.3879,-17.7172,0.5432,0.5610
-1.3922,-17.7266,0.5439,0.5624
-1.3965,-17.7359,0.5447,0.5640
-1.4009,-17.7453,0.5455,0.5655
-1.4054,-17.7546,0.5461,0.5671
-1.4100,-17.7638,0.5468,0.5688
-1.4146,-17.7731,0.5475,0.5706
-1.4193,-17.7823,0.5480,0.5724
-1.4240,-17.7914,0.5486,0.5743
-1.4289,-17.8005,0.5491,0.5763
-1.4338,-17.8096,0.5496,0.5785
-1.4388,-17.8186,0.5500,0.5809
-1.4438,-17.8277,0.5504,0.5835
-1.4489,-17.8366,0.5508,0.5863
-1.4541,-17.8456,0.5511,0.5892
-1.4592,-17.8546,0.5516,0.5924
-1.4643,-17.8635,0.5520,0.5957
-1.4693,-17.8725,0.5525,0.5989
-1.4743,-17.8816,0.5532,0.6022
-1.4791,-17.8907,0.5541,0.6056
-1.4838,-17.8999,0.5550,0.6089
-1.4884,-17.9092,0.5562,0.6121
-1.4928,-17.9185,0.5576,0.6153
-1.4971,-17.9279,0.5592,0.6183
-1.5012,-17.9374,0.5609,0.6212
-1.5051,-17.9469,0.5627,0.6239
-1.5090,-17.9565,0.5647,0.6266
-1.5128,-17.9661,0.5668,0.6291
-1.5164,-17.9758,0.5690,0.6315
-1.5200,-17.9854,0.5713,0.6338
-1.5235,-17.9952,0.5736,0.6361
-1.5270,-18.0049,0.5760,0.6383
-1.5304,-18.0146,0.5784,0.6404
-1.5337,-18.0244,0.5808,0.6424
-1.5370,-18.0342,0.5833,0.6444
-1.5403,-18.0440,0.5857,0.6464
-1.5436,-18.0538,0.5882,0.6484
-1.5468,-18.0636,0.5906,0.6503
-1.5500,-18.0734,0.5931,0.6521
-1.5533,-18.0832,0.5955,0.6540
-1.5565,-18.0930,0.5979,0.6558
-1.5597,-18.1028,0.6003,0.6576
-1.5629,-18.1126,0.6026,0.6594
-1.5661,-18.1224,0.6049,0.6612
-1.5693,-18.1322,0.6072,0.6630
-1.5725,-18.1421,0.6095,0.6647
-1.5758,-18.1519,0.6117,0.6665
-1.5790,-18.1617,0.6140,0.6682
-1.5823,-18.1714,0.6162,0.6699
-1.5856,-18.1812,0.6184,0.6716
-1.5889,-18.1910,0.6206,0.6733
-1.5922,-18.2008,0.6228,0.6749
-1.5955,-18.2106,0.6250,0.6765
-1.5989,-18.2203,0.6272,0.6781
-1.6023,-18.2301,0.6293,0.6797
-1.6056,-18.2398,0.6315,0.6813
-1.6091,-18.2496,0.6337,0.6828
-1.6125,-18.2593,0.6359,0.6843
-1.6159,-18.2691,0.6381,0.6857
-1.6194,-18.2788,0.6403,0.6871
-1.6228,-18.2885,0.6425,0.6885
-1.6263,-18.2982,0.6447,0.6899
-1.6298,-18.3080,0.6470,0.6912
-1.6333,-18.3177,0.6493,0.6925
-1.6368,-18.3274,0.6515,0.6937
-1.6403,-18.3371,0.6538,0.6950
-1.6438,-18.3468,0.6561,0.6962
-1.6473,-18.3565,0.6584,0.6974
-1.6509,-18.3662,0.6607,0.6986
-1.6544,-18.3759,0.6630,0.6997
-1.6579,-18.3856,0.6653,0.7009
-1.6615,-18.3953,0.6676,0.7020
-1.6651,-18.4050,0.6699,0.7031
-1.6686,-18.4147,0.6721,0.7042
-1.6722,-18.4244,0.6744,0.7053
-1.6758,-18.4340,0.6767,0.7064
-1.6795,-18.4437,0.6789,0.7074
-1.6831,-18.4534,0.6811,0.7085
-1.6868,-18.4630,0.6833,0.7096
-1.6904,-18.4727,0.6854,0.7106
-1.6941,-18.4823,0.6875,0.7117
-1.6979,-18.4919,0.6895,0.7128
-1.7016,-18.5015,0.6915,0.7138
-1.7054,-18.5111,0.6934,0.7149
-1.7092,-18.5207,0.6952,0.7159
-1.7131,-18.5303,0.6970,0.7170
-1.7170,-18.5399,0.6987,0.7180
-1.7209,-18.5494,0.7003,0.7191
-1.7249,-18.5590,0.7019,0.7201
-1.7289,-18.5685,0.7034,0.7211
-1.7329,-18.5780,0.7048,0.7220
-1.7370,-18.5875,0.7061,0.7230
-1.7411,-18.5969,0.7074,0.7238
-1.7453,-18.6064,0.7087,0.7247
-1.7495,-18.6158,0.7099,0.7254
-1.7538,-18.6252,0.7110,0.7260
-1.7581,-18.6346,0.7121,0.7265
-1.7624,-18.6439,0.7132,0.7269
-1.7668,-18.6533,0.7142,0.7272
-1.7713,-18.6626,0.7151,0.7274
-1.7758,-18.6719,0.7161,0.7275
-1.7803,-18.6812,0.7169,0.7274
-1.7849,-18.6904,0.7178,0.7273
-1.7896,-18.6996,0.7185,0.7272
-1.7942,-18.7088,0.7193,0.7270
-1.7990,-18.7180,0.7200,0.7267
-1.8038,-18.7272,0.7206,0.7264
-1.8086,-18.7363,0.7213,0.7261
-1.8135,-18.7454,0.7218,0.7258
-1.8184,-18.7544,0.7223,0.7254
-1.8234,-18.7635,0.7227,0.7251
-1.8284,-18.7725,0.7231,0.7247
-1.8335,-18.7815,0.7234,0.7244
-1.8386,-18.7905,0.7237,0.7240
-1.8438,-18.7994,0.7239,0.7236
-1.8490,-18.8083,0.7240,0.7233
-1.8542,-18.8172,0.7241,0.7229
-1.8595,-18.8261,0.7241,0.7226
-1.8648,-18.8349,0.7240,0.7223
-1.8702,-18.8438,0.7240,0.7219
-1.8756,-18.8525,0.7238,0.7216
-1.8810,-18.8613,0.7236,0.7213
-1.8865,-18.8701,0.7234,0.7210
-1.8920,-18.8788,0.7231,0.7208
-1.8976,-18.8875,0.7228,0.7205
-1.9031,-18.8962,0.7225,0.7202
-1.9087,-18.9049,0.7222,0.7199
-1.9144,-18.9135,0.7218,0.7197
-1.9200,-18.9222,0.7215,0.7194
-1.9257,-18.9308,0.7211,0.7192
-1.9314,-18.9394,0.7207,0.7190
-1.9371,-18.9480,0.7203,0.7188
-1.9429,-18.9566,0.7199,0.7186
-1.9487,-18.9651,0.7195,0.7184
-1.9545,-18.9737,0.7191,0.7182
-1.9603,-18.9822,0.7187,0.7180
-1.9661,-18.9907,0.7183,0.7178
-1.9720,-18.9992,0.7179,0.7177
-1.9779,-19.0077,0.7175,0.7175
-1.9838,-19.0162,0.7171,0.7173
-1.9897,-19.0246,0.7167,0.7172
-1.9956,-19.0331,0.7163,0.7170
-2.0015,-19.0415,0.7159,0.7169
-2.0075,-19.0500,0.7155,0.7167
-2.0135,-19.0584,0.7151,0.7166
-2.0195,-19.0668,0.7147,0.7165
-2.0254,-19.0752,0.7143,0.7163
-2.0315,-19.0836,0.7139,0.7162
-2.0375,-19.0920,0.7135,0.7161
-2.0435,-19.1004,0.7130,0.7159
-2.0496,-19.1087,0.7126,0.7158
-2.0556,-19.1171,0.7122,0.7157
-2.0617,-19.1255,0.7118,0.7156
-2.0677,-19.1338,0.7113,0.7154
-2.0738,-19.1422,0.7109,0.7153
-2.0799,-19.1505,0.7104,0.7152
-2.0860,-19.1588,0.7099,0.7150
-2.0921,-19.1672,0.7095,0.7149
-2.0982,-19.1755,0.7090,0.7148
-2.1043,-19.1838,0.7085,0.7147
-2.1104,-19.1921,0.7080,0.7145
-2.1166,-19.2004,0.7075,0.7144
-2.1227,-19.2087,0.7070,0.7142
-2.1288,-19.2170,0.7064,0.7141
-2.1350,-19.2253,0.7059,0.7139
-2.1411,-19.2336,0.7053,0.7138
-2.1473,-19.2419,0.7048,0.7136
-2.1534,-19.2502,0.7042,0.7134
-2.1596,-19.2585,0.7035,0.7133
-2.1657,-19.2668,0.7029,0.7131
-2.1719,-19.2751,0.7023,0.7129
-2.1780,-19.2834,0.7016,0.7127
-2.1842,-19.2917,0.7009,0.7125
-2.1903,-19.3000,0.7001,0.7122
-2.1965,-19.3082,0.6993,0.7120
-2.2027,-19.3165,0.6985,0.7118
-2.2089,-19.3248,0.6977,0.7115
-2.2150,-19.3331,0.6968,0.7113
-2.2212,-19.3413,0.6958,0.7110
-2.2274,-19.3496,0.6948,0.7108
-2.2336,-19.3579,0.6938,0.7105
-2.2398,-19.3661,0.6928,0.7102
-2.2460,-19.3743,0.6917,0.7099
-2.2523,-19.3826,0.6905,0.7096
-2.2585,-19.3908,0.6894,0.7092
-2.2648,-19.3990,0.6882,0.7088
-2.2711,-19.4072,0.6870,0.7083
-2.2774,-19.4154,0.6858,0.7076
-2.2837,-19.4236,0.6846,0.7066
-2.2900,-19.4317,0.6834,0.7055
-2.2963,-19.4399,0.6823,0.7043
-2.3026,-19.4481,0.6811,0.7031
-2.3089,-19.4563,0.6799,0.7018
-2.3152,-19.4644,0.6788,0.7005
-2.3215,-19.4726,0.6777,0.6992
-2.3278,-19.4808,0.6766,0.6979
-2.3341,-19.4890,0.6756,0.6966
-2.3404,-19.4972,0.6746,0.6952
-2.3467,-19.5053,0.6736,0.6939
-2.3530,-19.5135,0.6726,0.6926
-2.3593,-19.5217,0.6717,0.6912
-2.3655,-19.5299,0.6708,0.6899
-2.3718,-19.5381,0.6699,0.6885
-2.3781,-19.5463,0.6690,0.6872
-2.3844,-19.5545,0.6681,0.6859
-2.3907,-19.5627,0.6673,0.6845
-2.3970,-19.5708,0.6665,0.6832
-2.4033,-19.5790,0.6657,0.6819
-2.4096,-19.5872,0.6649,0.6805
-2.4159,-19.5954,0.6641,0.6792
-2.4222,-19.6035,0.6633,0.6779
-2.4285,-19.6117,0.6625,0.6766
-2.4348,-19.6199,0.6617,0.6753
-2.4412,-19.6281,0.6610,0.6740
-2.4475,-19.6362,0.6603,0.6727
-2.4538,-19.6444,0.6595,0.6714
-2.4601,-19.6526,0.6588,0.6701
-2.4663,-19.6608,0.6581,0.6688
-2.4726,-19.6690,0.6574,0.6675
-2.4789,-19.6772,0.6567,0.6662
-2.4851,-19.6854,0.6561,0.6650
-2.4913,-19.6936,0.6555,0.6638
-2.4975,-19.7019,0.6549,0.6626
-2.5037,-19.7102,0.6543,0.6614
-2.5099,-19.7185,0.6538,0.6603
-2.5160,-19.7268,0.6534,0.6593
-2.5221,-19.7351,0.6529,0.6583
-2.5282,-19.7434,0.6524,0.6574
-2.5343,-19.7517,0.6520,0.6565
-2.5404,-19.7601,0.6515,0.6557
-2.5465,-19.7684,0.6511,0.6549
-2.5526,-19.7767,0.6507,0.6542
-2.5587,-19.7851,0.6502,0.6536
-2.5649,-19.7934,0.6498,0.6529
-2.5710,-19.8017,0.6493,0.6523
-2.5771,-19.8100,0.6489,0.6517
-2.5833,-19.8183,0.6484,0.6512
-2.5894,-19.8266,0.6479,0.6507
-2.5956,-19.8348,0.6475,0.6501
-2.6018,-19.8431,0.6470,0.6496
-2.6080,-19.8514,0.6466,0.6492
-2.6142,-19.8596,0.6461,0.6487
-2.6204,-19.8678,0.6456,0.6482
-2.6267,-19.8761,0.6452,0.6478
-2.6329,-19.8843,0.6447,0.6473
-2.6391,-19.8925,0.6443,0.6469
-2.6454,-19.9007,0.6438,0.6464
-2.6517,-19.9090,0.6434,0.6460
-2.6579,-19.9172,0.6430,0.6456
-2.6642,-19.9254,0.6427,0.6452
-2.6705,-19.9336,0.6423,0.6448
-2.6768,-19.9417,0.6420,0.6444
-2.6831,-19.9499,0.6416,0.6440
-2.6894,-19.9581,0.6413,0.6436
-2.6957,-19.9663,0.6410,0.6432
-2.7020,-19.9745,0.6407,0.6428
-2.7083,-19.9826,0.6404,0.6424
-2.7146,-19.9908,0.6402,0.6420
-2.7209,-19.9990,0.6399,0.6416
-2.7272,-20.0071,0.6397,0.6412
-2.7335,-20.0153,0.6395,0.6408
-2.7398,-20.0235,0.6393,0.6404
-2.7461,-20.0317,0.6390,0.6401
-2.7524,-20.0398,0.6389,0.6397
-2.7587,-20.0480,0.6387,0.6394
-2.7650,-20.0563,0.6385,0.6391
-2.7712,-20.0645,0.6384,0.6388
-2.7774,-20.0728,0.6383,0.6386
-2.7835,-20.0811,0.6382,0.6384
-2.7896,-20.0894,0.6381,0.6383
-2.7957,-20.0978,0.6381,0.6381
-2.8017,-20.1062,0.6380,0.6381
-2.8076,-20.1146,0.6380,0.6380
-2.8136,-20.1230,0.6380,0.6380
-2.8195,-20.1315,0.6381,0.6380
-2.8253,-20.1400,0.6381,0.6380
-2.8312,-20.1485,0.6381,0.6380
-2.8370,-20.1570,0.6381,0.6381
-2.8428,-20.1656,0.6381,0.6381
-2.8486,-20.1741,0.6381,0.6381
-2.8544,-20.1827,0.6382,0.6381
-2.8601,-20.1913,0.6382,0.6382
-2.8659,-20.1998,0.6382,0.6382
-2.8716,-20.2084,0.6382,0.6382
-2.8773,-20.2170,0.6382,0.6382
-2.8830,-20.2256,0.6382,0.6383
-2.8887,-20.2343,0.6383,0.6383
-2.8943,-20.2429,0.6383,0.6383
-2.8999,-20.2516,0.6383,0.6384
-2.9055,-20.2603,0.6384,0.6385
-2.9111,-20.2690,0.6385,0.6386
-2.9165,-20.2777,0.6385,0.6386
-2.9220,-20.2865,0.6386,0.6387
-2.9273,-20.2953,0.6388,0.6388
