# x_m,y_m,width_right,width_left
0.3393,-21.0375,0.8803,0.9159
0.3419,-21.0275,0.8778,0.9146
0.3445,-21.0175,0.8753,0.9133
0.3470,-21.0075,0.8728,0.9119
0.3495,-20.9975,0.8703,0.9105
0.3519,-20.9875,0.8679,0.9090
0.3543,-20.9774,0.8656,0.9074
0.3565,-20.9673,0.8634,0.9057
0.3586,-20.9572,0.8613,0.9039
0.3606,-20.9471,0.8594,0.9020
0.3623,-20.9369,0.8577,0.9001
0.3639,-20.9267,0.8561,0.8980
0.3652,-20.9165,0.8548,0.8959
0.3664,-20.9062,0.8537,0.8936
0.3673,-20.8959,0.8528,0.8913
0.3680,-20.8856,0.8521,0.8889
0.3686,-20.8753,0.8516,0.8865
0.3690,-20.8650,0.8512,0.8840
0.3693,-20.8547,0.8510,0.8815
0.3696,-20.8444,0.8509,0.8791
0.3697,-20.8340,0.8508,0.8767
0.3698,-20.8237,0.8508,0.8743
0.3699,-20.8134,0.8508,0.8720
0.3700,-20.8031,0.8509,0.8698
0.3701,-20.7928,0.8510,0.8677
0.3701,-20.7824,0.8512,0.8657
0.3702,-20.7721,0.8513,0.8639
0.3704,-20.7618,0.8514,0.8622
0.3706,-20.7515,0.8515,0.8607
0.3708,-20.7411,0.8516,0.8593
0.3711,-20.7308,0.8516,0.8580
0.3716,-20.7205,0.8515,0.8567
0.3721,-20.7102,0.8514,0.8556
0.3727,-20.6999,0.8513,0.8545
0.3733,-20.6896,0.8511,0.8535
0.3741,-20.6793,0.8509,0.8526
0.3750,-20.6690,0.8507,0.8518
0.3759,-20.6587,0.8503,0.8511
0.3769,-20.6484,0.8501,0.8504
0.3779,-20.6382,0.8497,0.8498
0.3791,-20.6279,0.8494,0.8492
0.3802,-20.6176,0.8490,0.8487
0.3815,-20.6074,0.8486,0.8483
0.3827,-20.5971,0.8483,0.8479
0.3841,-20.5869,0.8480,0.8475
0.3854,-20.5767,0.8476,0.8472
0.3868,-20.5664,0.8473,0.8469
0.3882,-20.5562,0.8470,0.8466
0.3897,-20.5460,0.8467,0.8464
0.3911,-20.5358,0.8464,0.8462
0.3927,-20.5256,0.8462,0.8460
0.3942,-20.5153,0.8460,0.8458
0.3957,-20.5051,0.8458,0.8457
0.3973,-20.4949,0.8456,0.8456
0.3989,-20.4847,0.8455,0.8455
0.4005,-20.4745,0.8454,0.8454
0.4022,-20.4643,0.8453,0.8453
0.4038,-20.4542,0.8452,0.8453
0.4055,-20.4440,0.8452,0.8452
0.4071,-20.4338,0.8451,0.8452
0.4088,-20.4236,0.8451,0.8452
0.4105,-20.4134,0.8451,0.8451
0.4123,-20.4032,0.8451,0.8451
0.4140,-20.3931,0.8452,0.8451
0.4157,-20.3829,0.8452,0.8451
0.4175,-20.3727,0.8452,0.8452
0.4192,-20.3625,0.8452,0.8452
0.4210,-20.3523,0.8452,0.8452
0.4227,-20.3422,0.8451,0.8452
0.4245,-20.3320,0.8450,0.8452
0.4263,-20.3218,0.8449,0.8452
0.4281,-20.3117,0.8448,0.8452
0.4299,-20.3015,0.8446,0.8452
0.4316,-20.2913,0.8444,0.8452
0.4334,-20.2812,0.8442,0.8452
0.4352,-20.2710,0.8439,0.8452
0.4370,-20.2608,0.8437,0.8452
0.4388,-20.2507,0.8435,0.8451
0.4406,-20.2405,0.8432,0.8451
0.4425,-20.2303,0.8430,0.8450
0.4443,-20.2202,0.8428,0.8449
0.4461,-20.2100,0.8426,0.8448
0.4480,-20.1998,0.8424,0.8447
0.4498,-20.1897,0.8422,0.8446
0.4517,-20.1795,0.8420,0.8444
0.4536,-20.1694,0.8418,0.8442
0.4555,-20.1592,0.8416,0.8440
0.4574,-20.1491,0.8414,0.8437
0.4593,-20.1390,0.8412,0.8434
0.4613,-20.1288,0.8410,0.8431
0.4632,-20.1187,0.8408,0.8428
0.4652,-20.1086,0.8406,0.8424
0.4672,-20.0984,0.8403,0.8421
0.4693,-20.0883,0.8400,0.8417
0.4713,-20.0782,0.8396,0.8413
0.4733,-20.0681,0.8393,0.8409
0.4753,-20.0579,0.8388,0.8404
0.4773,-20.0478,0.8382,0.8400
0.4793,-20.0377,0.8375,0.8396
0.4812,-20.0275,0.8368,0.8391
0.4830,-20.0174,0.8360,0.8387
0.4848,-20.0072,0.8353,0.8382
0.4865,-19.9970,0.8345,0.8377
0.4881,-19.9868,0.8339,0.8371
0.4895,-19.9766,0.8333,0.8366
0.4909,-19.9663,0.8328,0.8360
0.4922,-19.9561,0.8324,0.8355
0.4935,-19.9458,0.8321,0.8349
0.4946,-19.9356,0.8318,0.8343
0.4958,-19.9253,0.8316,0.8338
0.4969,-19.9151,0.8315,0.8333
0.4980,-19.9048,0.8314,0.8329
0.4992,-19.8945,0.8313,0.8325
0.5004,-19.8843,0.8312,0.8321
0.5016,-19.8740,0.8311,0.8318
0.5028,-19.8638,0.8311,0.8316
0.5041,-19.8535,0.8310,0.8313
0.5054,-19.8433,0.8309,0.8312
0.5067,-19.8331,0.8309,0.8310
0.5081,-19.8228,0.8308,0.8309
0.5095,-19.8126,0.8308,0.8308
0.5109,-19.8024,0.8308,0.8308
0.5124,-19.7922,0.8308,0.8308
0.5139,-19.7819,0.8308,0.8308
0.5154,-19.7717,0.8308,0.8308
0.5169,-19.7615,0.8309,0.8309
0.5184,-19.7513,0.8309,0.8310
0.5200,-19.7411,0.8310,0.8310
0.5215,-19.7309,0.8311,0.8311
0.5231,-19.7207,0.8312,0.8312
0.5247,-19.7105,0.8313,0.8313
0.5262,-19.7003,0.8314,0.8314
0.5278,-19.6901,0.8314,0.8314
0.5293,-19.6799,0.8315,0.8315
0.5308,-19.6696,0.8315,0.8315
0.5324,-19.6594,0.8314,0.8315
0.5338,-19.6492,0.8312,0.8315
0.5353,-19.6390,0.8308,0.8314
0.5367,-19.6288,0.8302,0.8313
0.5381,-19.6185,0.8294,0.8312
0.5395,-19.6083,0.8285,0.8310
0.5408,-19.5981,0.8276,0.8308
0.5421,-19.5878,0.8266,0.8305
0.5434,-19.5776,0.8256,0.8301
0.5446,-19.5673,0.8246,0.8298
0.5458,-19.5571,0.8235,0.8294
0.5470,-19.5468,0.8225,0.8289
0.5481,-19.5366,0.8214,0.8284
0.5493,-19.5263,0.8204,0.8279
0.5503,-19.5160,0.8194,0.8273
0.5514,-19.5058,0.8184,0.8267
0.5525,-19.4955,0.8174,0.8261
0.5535,-19.4852,0.8164,0.8254
0.5545,-19.4749,0.8154,0.8248
0.5555,-19.4647,0.8144,0.8241
0.5565,-19.4544,0.8135,0.8234
0.5574,-19.4441,0.8125,0.8227
0.5584,-19.4338,0.8116,0.8219
0.5593,-19.4235,0.8107,0.8212
0.5603,-19.4133,0.8097,0.8204
0.5612,-19.4030,0.8088,0.8196
0.5621,-19.3927,0.8079,0.8189
0.5630,-19.3824,0.8070,0.8181
0.5639,-19.3721,0.8061,0.8173
0.5648,-19.3618,0.8052,0.8164
0.5656,-19.3515,0.8043,0.8156
0.5665,-19.3413,0.8035,0.8148
0.5674,-19.3310,0.8026,0.8139
0.5682,-19.3207,0.8017,0.8131
0.5691,-19.3104,0.8008,0.8122
0.5699,-19.3001,0.7999,0.8114
0.5708,-19.2898,0.7991,0.8105
0.5716,-19.2795,0.7982,0.8096
0.5725,-19.2692,0.7972,0.8088
0.5733,-19.2589,0.7963,0.8079
0.5742,-19.2487,0.7953,0.8071
0.5751,-19.2384,0.7944,0.8062
0.5760,-19.2281,0.7933,0.8053
0.5768,-19.2178,0.7923,0.8045
0.5777,-19.2075,0.7912,0.8037
0.5786,-19.1972,0.7900,0.8028
0.5795,-19.1869,0.7888,0.8020
0.5804,-19.1766,0.7874,0.8012
0.5813,-19.1664,0.7860,0.8003
0.5822,-19.1561,0.7844,0.7995
0.5832,-19.1458,0.7826,0.7986
0.5841,-19.1355,0.7807,0.7978
0.5850,-19.1252,0.7785,0.7970
0.5859,-19.1149,0.7762,0.7961
0.5868,-19.1047,0.7738,0.7953
0.5878,-19.0944,0.7713,0.7944
0.5887,-19.0841,0.7688,0.7935
0.5896,-19.0738,0.7663,0.7926
0.5905,-19.0635,0.7638,0.7917
0.5914,-19.0532,0.7613,0.7908
0.5923,-19.0430,0.7587,0.7898
0.5931,-19.0327,0.7563,0.7889
0.5940,-19.0224,0.7539,0.7879
0.5948,-19.0121,0.7515,0.7868
0.5957,-19.0018,0.7491,0.7858
0.5964,-18.9915,0.7469,0.7847
0.5972,-18.9812,0.7447,0.7836
0.5980,-18.9709,0.7426,0.7824
0.5987,-18.9606,0.7405,0.7812
0.5993,-18.9503,0.7385,0.7799
0.6000,-18.9400,0.7366,0.7786
0.6006,-18.9297,0.7348,0.7773
0.6011,-18.9194,0.7331,0.7758
0.6016,-18.9091,0.7316,0.7744
0.6020,-18.8988,0.7301,0.7728
0.6024,-18.8884,0.7287,0.7712
0.6027,-18.8781,0.7275,0.7695
0.6029,-18.8678,0.7263,0.7677
0.6031,-18.8575,0.7253,0.7659
0.6032,-18.8471,0.7245,0.7640
0.6031,-18.8368,0.7238,0.7620
0.6030,-18.8265,0.7231,0.7599
0.6029,-18.8162,0.7227,0.7577
0.6026,-18.8059,0.7223,0.7554
0.6022,-18.7955,0.7222,0.7531
0.6018,-18.7852,0.7221,0.7507
0.6013,-18.7749,0.7222,0.7483
0.6007,-18.7646,0.7223,0.7459
0.6000,-18.7543,0.7226,0.7435
0.5994,-18.7440,0.7229,0.7412
0.5987,-18.7337,0.7232,0.7390
0.5981,-18.7234,0.7235,0.7369
0.5976,-18.7131,0.7239,0.7350
0.5970,-18.7028,0.7242,0.7333
0.5966,-18.6924,0.7244,0.7318
0.5962,-18.6821,0.7246,0.7304
0.5959,-18.6718,0.7248,0.7292
0.5957,-18.6615,0.7249,0.7282
0.5955,-18.6512,0.7249,0.7274
0.5954,-18.6408,0.7250,0.7268
0.5953,-18.6305,0.7250,0.7262
0.5952,-18.6202,0.7250,0.7259
0.5951,-18.6099,0.7250,0.7256
0.5951,-18.5995,0.7249,0.7254
0.5951,-18.5892,0.7249,0.7253
0.5951,-18.5789,0.7248,0.7252
0.5951,-18.5686,0.7247,0.7251
0.5951,-18.5582,0.7246,0.7250
0.5951,-18.5479,0.7245,0.7248
0.5951,-18.5376,0.7244,0.7247
0.5951,-18.5273,0.7242,0.7245
0.5952,-18.5169,0.7239,0.7243
0.5952,-18.5066,0.7237,0.7240
0.5953,-18.4963,0.7233,0.7237
0.5954,-18.4860,0.7229,0.7233
0.5955,-18.4757,0.7224,0.7229
0.5956,-18.4653,0.7218,0.7224
0.5957,-18.4550,0.7210,0.7219
0.5958,-18.4447,0.7201,0.7213
0.5960,-18.4344,0.7190,0.7207
0.5961,-18.4240,0.7177,0.7200
0.5963,-18.4137,0.7162,0.7193
0.5965,-18.4034,0.7146,0.7186
0.5967,-18.3931,0.7129,0.7179
0.5970,-18.3827,0.7110,0.7171
0.5972,-18.3724,0.7092,0.7163
0.5975,-18.3621,0.7072,0.7155
0.5978,-18.3518,0.7053,0.7146
0.5981,-18.3415,0.7033,0.7138
0.5985,-18.3311,0.7014,0.7129
0.5988,-18.3208,0.6994,0.7121
0.5992,-18.3105,0.6975,0.7112
0.5996,-18.3002,0.6956,0.7103
0.6000,-18.2899,0.6936,0.7094
0.6004,-18.2796,0.6918,0.7085
0.6008,-18.2692,0.6899,0.7076
0.6013,-18.2589,0.6881,0.7066
0.6018,-18.2486,0.6863,0.7057
0.6023,-18.2383,0.6845,0.7048
0.6028,-18.2280,0.6828,0.7039
0.6033,-18.2177,0.6810,0.7029
0.6039,-18.2074,0.6794,0.7020
0.6044,-18.1971,0.6778,0.7010
0.6050,-18.1868,0.6762,0.7001
0.6056,-18.1764,0.6746,0.6991
0.6062,-18.1661,0.6731,0.6982
0.6069,-18.1558,0.6716,0.6972
0.6075,-18.1455,0.6701,0.6963
0.6082,-18.1352,0.6688,0.6953
0.6088,-18.1249,0.6674,0.6943
0.6095,-18.1146,0.6660,0.6934
0.6102,-18.1043,0.6647,0.6924
0.6110,-18.0940,0.6634,0.6914
0.6117,-18.0837,0.6622,0.6904
0.6125,-18.0734,0.6609,0.6895
0.6132,-18.0631,0.6598,0.6885
0.6140,-18.0528,0.6586,0.6875
0.6148,-18.0425,0.6574,0.6865
0.6157,-18.0323,0.6563,0.6855
0.6165,-18.0220,0.6552,0.6845
0.6174,-18.0117,0.6541,0.6835
0.6182,-18.0014,0.6530,0.6825
0.6191,-17.9911,0.6519,0.6815
0.6200,-17.9808,0.6508,0.6805
0.6210,-17.9705,0.6497,0.6795
0.6219,-17.9603,0.6487,0.6784
0.6229,-17.9500,0.6476,0.6774
0.6238,-17.9397,0.6465,0.6763
0.6248,-17.9294,0.6455,0.6753
0.6258,-17.9191,0.6444,0.6742
0.6269,-17.9089,0.6433,0.6731
0.6279,-17.8986,0.6423,0.6720
0.6289,-17.8883,0.6412,0.6708
0.6300,-17.8781,0.6401,0.6697
0.6311,-17.8678,0.6390,0.6684
0.6321,-17.8575,0.6379,0.6672
0.6332,-17.8472,0.6369,0.6659
0.6342,-17.8370,0.6358,0.6645
0.6353,-17.8267,0.6348,0.6631
0.6363,-17.8164,0.6337,0.6616
0.6373,-17.8062,0.6327,0.6600
0.6383,-17.7959,0.6317,0.6583
0.6392,-17.7856,0.6308,0.6564
0.6401,-17.7753,0.6299,0.6545
0.6409,-17.7650,0.6291,0.6526
0.6417,-17.7547,0.6283,0.6506
0.6425,-17.7444,0.6275,0.6486
0.6432,-17.7341,0.6268,0.6467
0.6438,-17.7238,0.6262,0.6448
0.6444,-17.7135,0.6256,0.6429
0.6450,-17.7032,0.6250,0.6412
0.6456,-17.6929,0.6245,0.6395
0.6461,-17.6826,0.6239,0.6380
0.6467,-17.6723,0.6233,0.6365
0.6473,-17.6620,0.6227,0.6351
0.6479,-17.6517,0.6221,0.6338
0.6486,-17.6414,0.6214,0.6326
0.6493,-17.6311,0.6208,0.6315
0.6500,-17.6208,0.6201,0.6304
0.6507,-17.6105,0.6193,0.6294
0.6514,-17.6002,0.6186,0.6284
0.6522,-17.5899,0.6178,0.6274
0.6530,-17.5796,0.6171,0.6264
0.6538,-17.5693,0.6163,0.6255
0.6546,-17.5590,0.6155,0.6246
0.6554,-17.5487,0.6147,0.6237
0.6562,-17.5384,0.6138,0.6228
0.6570,-17.5281,0.6130,0.6219
0.6579,-17.5178,0.6122,0.6210
0.6587,-17.5075,0.6115,0.6201
0.6595,-17.4972,0.6107,0.6193
0.6603,-17.4869,0.6099,0.6184
0.6611,-17.4766,0.6091,0.6175
0.6619,-17.4664,0.6084,0.6166
0.6627,-17.4561,0.6077,0.6156
0.6634,-17.4458,0.6070,0.6147
0.6642,-17.4355,0.6064,0.6138
0.6649,-17.4252,0.6058,0.6128
0.6655,-17.4149,0.6053,0.6118
0.6662,-17.4046,0.6048,0.6109
0.6668,-17.3942,0.6043,0.6099
0.6673,-17.3839,0.6040,0.6090
0.6679,-17.3736,0.6037,0.6080
0.6684,-17.3633,0.6034,0.6071
0.6688,-17.3530,0.6033,0.6063
0.6693,-17.3427,0.6032,0.6055
0.6697,-17.3324,0.6031,0.6049
0.6701,-17.3221,0.6032,0.6043
0.6705,-17.3117,0.6032,0.6038
0.6709,-17.3014,0.6033,0.6035
0.6714,-17.2911,0.6034,0.6033
0.6719,-17.2808,0.6035,0.6033
0.6724,-17.2705,0.6036,0.6034
0.6730,-17.2602,0.6037,0.6036
0.6736,-17.2499,0.6038,0.6040
0.6743,-17.2396,0.6039,0.6045
0.6751,-17.2293,0.6040,0.6050
0.6759,-17.2190,0.6042,0.6056
0.6767,-17.2087,0.6043,0.6063
0.6776,-17.1984,0.6044,0.6069
0.6785,-17.1881,0.6046,0.6076
0.6795,-17.1778,0.6047,0.6082
0.6805,-17.1676,0.6050,0.6088
0.6815,-17.1573,0.6052,0.6094
0.6825,-17.1470,0.6055,0.6100
0.6835,-17.1367,0.6058,0.6105
0.6846,-17.1265,0.6062,0.6110
0.6856,-17.1162,0.6066,0.6115
0.6866,-17.1059,0.6071,0.6119
0.6877,-17.0957,0.6076,0.6123
0.6887,-17.0854,0.6081,0.6127
0.6897,-17.0751,0.6087,0.6130
0.6908,-17.0648,0.6093,0.6133
0.6918,-17.0546,0.6100,0.6136
0.6928,-17.0443,0.6106,0.6138
0.6938,-17.0340,0.6113,0.6140
0.6947,-17.0237,0.6119,0.6142
0.6957,-17.0134,0.6125,0.6143
0.6967,-17.0032,0.6131,0.6144
0.6976,-16.9929,0.6136,0.6144
0.6986,-16.9826,0.6140,0.6145
0.6995,-16.9723,0.6143,0.6145
0.7004,-16.9620,0.6145,0.6145
0.7013,-16.9518,0.6145,0.6144
0.7022,-16.9415,0.6144,0.6144
0.7031,-16.9312,0.6141,0.6142
0.7039,-16.9209,0.6138,0.6141
0.7048,-16.9106,0.6133,0.6140
0.7056,-16.9003,0.6128,0.6138
0.7065,-16.8900,0.6123,0.6136
0.7073,-16.8797,0.6117,0.6134
0.7081,-16.8694,0.6111,0.6131
0.7089,-16.8591,0.6104,0.6128
0.7097,-16.8488,0.6098,0.6125
0.7105,-16.8386,0.6091,0.6122
0.7112,-16.8283,0.6085,0.6118
0.7119,-16.8180,0.6078,0.6115
0.7127,-16.8077,0.6071,0.6111
0.7134,-16.7974,0.6065,0.6106
0.7141,-16.7871,0.6058,0.6102
0.7148,-16.7768,0.6051,0.6097
0.7154,-16.7665,0.6045,0.6092
0.7161,-16.7561,0.6039,0.6086
0.7167,-16.7458,0.6033,0.6081
0.7173,-16.7355,0.6027,0.6075
0.7179,-16.7252,0.6021,0.6068
0.7184,-16.7149,0.6015,0.6062
0.7190,-16.7046,0.6010,0.6055
0.7196,-16.6943,0.6004,0.6048
0.7201,-16.6840,0.5999,0.6042
0.7207,-16.6737,0.5994,0.6035
0.7212,-16.6634,0.5988,0.6028
0.7218,-16.6531,0.5982,0.6021
0.7223,-16.6428,0.5977,0.6014
0.7229,-16.6324,0.5971,0.6007
0.7235,-16.6221,0.5965,0.6000
0.7241,-16.6118,0.5959,0.5994
0.7248,-16.6015,0.5953,0.5987
0.7254,-16.5912,0.5946,0.5981
0.7260,-16.5809,0.5940,0.5975
0.7267,-16.5706,0.5933,0.5968
0.7274,-16.5603,0.5926,0.5962
0.7281,-16.5500,0.5919,0.5956
0.7288,-16.5397,0.5912,0.5951
0.7295,-16.5294,0.5905,0.5945
0.7302,-16.5191,0.5898,0.5939
0.7309,-16.5088,0.5891,0.5933
0.7317,-16.4985,0.5883,0.5927
0.7324,-16.4882,0.5876,0.5921
0.7332,-16.4779,0.5869,0.5916
0.7339,-16.4676,0.5861,0.5910
0.7347,-16.4573,0.5853,0.5904
0.7354,-16.4470,0.5846,0.5898
0.7362,-16.4367,0.5838,0.5893
0.7369,-16.4264,0.5831,0.5887
0.7377,-16.4161,0.5823,0.5881
0.7385,-16.4058,0.5816,0.5875
0.7392,-16.3955,0.5808,0.5869
0.7400,-16.3852,0.5800,0.5862
0.7407,-16.3750,0.5793,0.5856
0.7415,-16.3647,0.5785,0.5850
0.7423,-16.3544,0.5778,0.5843
0.7430,-16.3441,0.5770,0.5836
0.7438,-16.3338,0.5762,0.5830
0.7446,-16.3235,0.5754,0.5823
0.7454,-16.3132,0.5746,0.5816
0.7461,-16.3029,0.5739,0.5809
0.7469,-16.2926,0.5731,0.5801
0.7477,-16.2823,0.5723,0.5794
0.7485,-16.2720,0.5715,0.5787
0.7493,-16.2617,0.5707,0.5779
0.7501,-16.2514,0.5699,0.5771
0.7509,-16.2411,0.5691,0.5764
0.7517,-16.2308,0.5683,0.5756
0.7526,-16.2205,0.5674,0.5748
0.7534,-16.2102,0.5666,0.5740
0.7542,-16.2000,0.5658,0.5732
0.7551,-16.1897,0.5649,0.5724
0.7559,-16.1794,0.5641,0.5716
0.7567,-16.1691,0.5633,0.5708
0.7575,-16.1588,0.5625,0.5700
0.7584,-16.1485,0.5616,0.5692
0.7592,-16.1382,0.5608,0.5683
0.7600,-16.1279,0.5600,0.5675
0.7608,-16.1176,0.5592,0.5666
0.7615,-16.1073,0.5585,0.5658
0.7623,-16.0970,0.5577,0.5649
0.7630,-16.0867,0.5570,0.5639
0.7637,-16.0764,0.5563,0.5630
0.7644,-16.0661,0.5556,0.5620
0.7650,-16.0558,0.5550,0.5610
0.7657,-16.0455,0.5544,0.5601
0.7662,-16.0352,0.5538,0.5590
0.7667,-16.0249,0.5533,0.5580
0.7672,-16.0146,0.5528,0.5571
0.7676,-16.0043,0.5524,0.5561
0.7680,-15.9939,0.5521,0.5553
0.7683,-15.9836,0.5518,0.5544
0.7685,-15.9733,0.5515,0.5537
0.7687,-15.9630,0.5513,0.5530
0.7689,-15.9527,0.5511,0.5525
0.7690,-15.9423,0.5510,0.5520
0.7691,-15.9320,0.5509,0.5516
0.7691,-15.9217,0.5509,0.5513
0.7692,-15.9114,0.5509,0.5511
0.7692,-15.9010,0.5508,0.5509
0.7692,-15.8907,0.5508,0.5508
0.7693,-15.8804,0.5507,0.5508
0.7693,-15.8701,0.5507,0.5508
0.7693,-15.8597,0.5507,0.5507
0.7693,-15.8494,0.5507,0.5507
0.7693,-15.8391,0.5507,0.5507
0.7693,-15.8288,0.5507,0.5507
0.7693,-15.8184,0.5507,0.5507
0.7693,-15.8081,0.5507,0.5507
0.7693,-15.7978,0.5507,0.5507
0.7693,-15.7875,0.5507,0.5507
0.7693,-15.7771,0.5507,0.5507
0.7693,-15.7668,0.5507,0.5507
0.7693,-15.7565,0.5507,0.5507
0.7693,-15.7462,0.5507,0.5507
0.7694,-15.7358,0.5507,0.5507
0.7694,-15.7255,0.5507,0.5506
0.7694,-15.7152,0.5507,0.5506
0.7694,-15.7049,0.5506,0.5506
0.7694,-15.6945,0.5506,0.5506
0.7694,-15.6842,0.5506,0.5506
0.7694,-15.6739,0.5506,0.5506
0.7694,-15.6636,0.5506,0.5506
0.7695,-15.6532,0.5506,0.5506
0.7695,-15.6429,0.5505,0.5506
0.7695,-15.6326,0.5505,0.5505
0.7695,-15.6223,0.5505,0.5505
0.7695,-15.6119,0.5505,0.5505
0.7696,-15.6016,0.5505,0.5505
0.7696,-15.5913,0.5504,0.5505
0.7696,-15.5810,0.5504,0.5504
0.7696,-15.5707,0.5504,0.5504
0.7697,-15.5603,0.5503,0.5504
0.7697,-15.5500,0.5503,0.5504
0.7697,-15.5397,0.5503,0.5503
0.7697,-15.5294,0.5503,0.5503
0.7698,-15.5190,0.5503,0.5503
0.7698,-15.5087,0.5502,0.5503
0.7698,-15.4984,0.5502,0.5502
0.7698,-15.4881,0.5502,0.5502
0.7698,-15.4777,0.5502,0.5502
0.7699,-15.4674,0.5502,0.5502
0.7699,-15.4571,0.5502,0.5501
0.7699,-15.4468,0.5501,0.5501
0.7699,-15.4364,0.5501,0.5501
0.7699,-15.4261,0.5501,0.5501
0.7699,-15.4158,0.5501,0.5501
0.7699,-15.4055,0.5501,0.5501
0.7699,-15.3951,0.5501,0.5501
0.7700,-15.3848,0.5501,0.5501
0.7700,-15.3745,0.5500,0.5500
0.7700,-15.3642,0.5500,0.5500
0.7700,-15.3538,0.5500,0.5500
0.7700,-15.3435,0.5500,0.5500
0.7700,-15.3332,0.5501,0.5500
0.7700,-15.3229,0.5500,0.5500
0.7700,-15.3125,0.5500,0.5500
0.7700,-15.3022,0.5500,0.5500
0.7700,-15.2919,0.5500,0.5500
0.7700,-15.2816,0.5500,0.5500
0.7700,-15.2712,0.5500,0.5500
0.7700,-15.2609,0.5500,0.5500
0.7700,-15.2506,0.5500,0.5500
0.7700,-15.2403,0.5500,0.5500
0.7700,-15.2299,0.5500,0.5500
0.7700,-15.2196,0.5500,0.5500
0.7700,-15.2093,0.5500,0.5500
0.7700,-15.1990,0.5500,0.5500
0.7700,-15.1886,0.5500,0.5500
0.7700,-15.1783,0.5500,0.5500
0.7700,-15.1680,0.5500,0.5500
0.7700,-15.1577,0.5500,0.5500
0.7700,-15.1473,0.5500,0.5500
0.7700,-15.1370,0.5500,0.5500
0.7700,-15.1267,0.5500,0.5500
0.7700,-15.1164,0.5500,0.5500
0.7700,-15.1060,0.5500,0.5500
0.7700,-15.0957,0.5500,0.5500
0.7700,-15.0854,0.5501,0.5500
0.7700,-15.0751,0.5501,0.5500
0.7700,-15.0648,0.5500,0.5501
0.7701,-15.0544,0.5501,0.5501
0.7701,-15.0441,0.5501,0.5501
0.7701,-15.0338,0.5501,0.5501
0.7701,-15.0235,0.5501,0.5501
0.7702,-15.0131,0.5501,0.5502
0.7702,-15.0028,0.5502,0.5502
0.7702,-14.9925,0.5502,0.5502
0.7703,-14.9822,0.5503,0.5503
0.7704,-14.9718,0.5503,0.5504
0.7704,-14.9615,0.5504,0.5504
0.7705,-14.9512,0.5505,0.5505
0.7706,-14.9409,0.5506,0.5506
0.7708,-14.9305,0.5506,0.5508
0.7709,-14.9202,0.5507,0.5509
0.7711,-14.9099,0.5508,0.5511
0.7713,-14.8996,0.5509,0.5513
0.7715,-14.8892,0.5511,0.5515
0.7718,-14.8789,0.5512,0.5518
0.7721,-14.8686,0.5514,0.5521
0.7724,-14.8583,0.5515,0.5524
0.7728,-14.8480,0.5517,0.5528
0.7732,-14.8376,0.5519,0.5532
0.7736,-14.8273,0.5521,0.5536
0.7741,-14.8170,0.5523,0.5541
0.7746,-14.8067,0.5525,0.5546
0.7752,-14.7964,0.5527,0.5552
0.7758,-14.7861,0.5529,0.5558
0.7764,-14.7758,0.5532,0.5564
0.7771,-14.7655,0.5535,0.5571
