# x_m,y_m,width_inner,width_outer
-42.0176,-114.1654,1.0493,1.0494
-41.9516,-114.2582,1.0493,1.0495
-41.8857,-114.3510,1.0493,1.0495
-41.8198,-114.4438,1.0493,1.0495
-41.7540,-114.5366,1.0493,1.0496
-41.6882,-114.6295,1.0493,1.0496
-41.6224,-114.7224,1.0493,1.0497
-41.5566,-114.8153,1.0493,1.0498
-41.4908,-114.9082,1.0494,1.0499
-41.4251,-115.0011,1.0494,1.0500
-41.3594,-115.0940,1.0494,1.0501
-41.2938,-115.1870,1.0495,1.0502
-41.2281,-115.2800,1.0496,1.0503
-41.1625,-115.3729,1.0496,1.0504
-41.0968,-115.4659,1.0497,1.0505
-41.0312,-115.5589,1.0498,1.0506
-40.9656,-115.6519,1.0499,1.0508
-40.9000,-115.7450,1.0500,1.0509
-40.8344,-115.8380,1.0501,1.0509
-40.7688,-115.9310,1.0502,1.0508
-40.7032,-116.0240,1.0503,1.0507
-40.6376,-116.1170,1.0504,1.0506
-40.5719,-116.2100,1.0505,1.0506
-40.5063,-116.3029,1.0506,1.0505
-40.4406,-116.3959,1.0507,1.0504
-40.3750,-116.4889,1.0508,1.0503
-40.3093,-116.5818,1.0508,1.0502
-40.2435,-116.6747,1.0509,1.0501
-40.1778,-116.7676,1.0507,1.0501
-40.1120,-116.8605,1.0506,1.0500
-40.0462,-116.9534,1.0505,1.0499
-39.9803,-117.0462,1.0504,1.0498
-39.9144,-117.1390,1.0502,1.0497
-39.8484,-117.2317,1.0501,1.0496
-39.7823,-117.3244,1.0500,1.0495
-39.7162,-117.4171,1.0499,1.0494
-39.6500,-117.5097,1.0498,1.0493
-39.5838,-117.6022,1.0497,1.0493
-39.5174,-117.6947,1.0497,1.0492
-39.4510,-117.7871,1.0496,1.0491
-39.3844,-117.8794,1.0496,1.0491
-39.3178,-117.9717,1.0495,1.0491
-39.2511,-118.0639,1.0495,1.0491
-39.1843,-118.1561,1.0495,1.0491
-39.1174,-118.2482,1.0495,1.0491
-39.0504,-118.3402,1.0495,1.0491
-38.9834,-118.4322,1.0495,1.0491
-38.9162,-118.5241,1.0495,1.0491
-38.8491,-118.6159,1.0495,1.0492
-38.7818,-118.7078,1.0496,1.0493
-38.7145,-118.7996,1.0496,1.0493
-38.6472,-118.8914,1.0496,1.0494
-38.5799,-118.9832,1.0497,1.0495
-38.5126,-119.0749,1.0497,1.0495
-38.4454,-119.1668,1.0498,1.0496
-38.3781,-119.2586,1.0498,1.0497
-38.3109,-119.3505,1.0498,1.0498
-38.2438,-119.4424,1.0499,1.0499
-38.1768,-119.5344,1.0499,1.0500
-38.1099,-119.6265,1.0500,1.0501
-38.0432,-119.7187,1.0500,1.0502
-37.9766,-119.8110,1.0501,1.0503
-37.9102,-119.9034,1.0501,1.0505
-37.8439,-119.9960,1.0502,1.0506
-37.7779,-120.0887,1.0503,1.0507
-37.7122,-120.1816,1.0504,1.0509
-37.6467,-120.2747,1.0505,1.0511
-37.5815,-120.3680,1.0506,1.0513
-37.5165,-120.4615,1.0508,1.0515
-37.4519,-120.5552,1.0510,1.0511
-37.3877,-120.6491,1.0512,1.0507
-37.3238,-120.7433,1.0509,1.0504
-37.2603,-120.8378,1.0505,1.0501
-37.1972,-120.9325,1.0502,1.0498
-37.1345,-121.0275,1.0499,1.0496
-37.0722,-121.1227,1.0496,1.0495
-37.0104,-121.2183,1.0495,1.0494
-36.9490,-121.3142,1.0494,1.0493
-36.8881,-121.4103,1.0493,1.0494
-36.8277,-121.5068,1.0493,1.0495
-36.7677,-121.6035,1.0494,1.0496
-36.7083,-121.7006,1.0495,1.0499
-36.6492,-121.7979,1.0497,1.0502
-36.5907,-121.8955,1.0500,1.0506
-36.5325,-121.9933,1.0503,1.0510
-36.4748,-122.0914,1.0506,1.0512
-36.4175,-122.1897,1.0510,1.0510
-36.3605,-122.2883,1.0512,1.0507
-36.3038,-122.3870,1.0509,1.0506
-36.2474,-122.4858,1.0507,1.0504
-36.1913,-122.5848,1.0503,1.0502
-36.1353,-122.6839,1.0500,1.0499
-36.0794,-122.7831,1.0495,1.0495
-36.0235,-122.8822,1.0488,1.0490
-35.9676,-122.9814,1.0480,1.0484
-35.9114,-123.0804,1.0470,1.0475
-35.8550,-123.1792,1.0456,1.0465
-35.7982,-123.2778,1.0440,1.0453
-35.7408,-123.3761,1.0420,1.0438
-35.6827,-123.4740,1.0396,1.0420
-35.6236,-123.5713,1.0367,1.0390
-35.5634,-123.6679,1.0333,1.0356
-35.5019,-123.7636,1.0294,1.0320
-35.4389,-123.8584,1.0253,1.0282
-35.3741,-123.9520,1.0199,1.0242
-35.3070,-124.0439,1.0131,1.0205
-35.2375,-124.1340,1.0063,1.0146
-35.1653,-124.2220,1.0008,1.0089
-35.0897,-124.3071,0.9952,1.0043
-35.0107,-124.3890,0.9887,0.9983
-34.9277,-124.4668,0.9860,0.9930
-34.8404,-124.5399,0.9824,0.9882
-34.7485,-124.6070,0.9792,0.9835
-34.6522,-124.6676,0.9813,0.9803
-34.5513,-124.7200,0.9813,0.9784
-34.4463,-124.7640,0.9782,0.9782
-34.3382,-124.7993,0.9791,0.9798
-34.2274,-124.8254,0.9836,0.9822
-34.1150,-124.8430,0.9812,0.9872
-34.0017,-124.8533,0.9832,0.9905
-33.8879,-124.8561,0.9889,0.9965
-33.7742,-124.8538,0.9916,1.0014
-33.6606,-124.8460,0.9981,1.0068
-33.5474,-124.8345,1.0049,1.0125
-33.4345,-124.8197,1.0103,1.0176
-33.3221,-124.8019,1.0159,1.0216
-33.2101,-124.7820,1.0212,1.0255
-33.0983,-124.7602,1.0260,1.0292
-32.9869,-124.7370,1.0302,1.0325
-32.8758,-124.7124,1.0336,1.0357
-32.7649,-124.6868,1.0365,1.0385
-32.6542,-124.6604,1.0389,1.0409
-32.5436,-124.6333,1.0409,1.0424
-32.4332,-124.6057,1.0425,1.0437
-32.3229,-124.5776,1.0439,1.0448
-32.2127,-124.5492,1.0450,1.0458
-32.1026,-124.5205,1.0459,1.0466
-31.9925,-124.4916,1.0467,1.0473
-31.8825,-124.4625,1.0473,1.0480
-31.7725,-124.4332,1.0479,1.0485
-31.6625,-124.4039,1.0484,1.0490
-31.5525,-124.3744,1.0488,1.0495
-31.4426,-124.3449,1.0491,1.0499
-31.3327,-124.3154,1.0494,1.0503
-31.2228,-124.2858,1.0497,1.0507
-31.1129,-124.2563,1.0500,1.0510
-31.0030,-124.2267,1.0502,1.0513
-30.8930,-124.1971,1.0504,1.0516
-30.7831,-124.1676,1.0506,1.0519
-30.6732,-124.1380,1.0508,1.0522
-30.5633,-124.1085,1.0510,1.0524
-30.4534,-124.0790,1.0511,1.0526
-30.3434,-124.0495,1.0512,1.0526
-30.2335,-124.0200,1.0513,1.0525
-30.1236,-123.9905,1.0513,1.0524
-30.0136,-123.9611,1.0514,1.0523
-29.9037,-123.9317,1.0514,1.0522
-29.7937,-123.9023,1.0514,1.0520
-29.6838,-123.8729,1.0513,1.0518
-29.5738,-123.8435,1.0513,1.0516
-29.4639,-123.8141,1.0512,1.0514
-29.3539,-123.7847,1.0511,1.0511
-29.2439,-123.7553,1.0510,1.0508
-29.1340,-123.7259,1.0508,1.0506
-29.0240,-123.6966,1.0507,1.0503
-28.9141,-123.6672,1.0505,1.0500
-28.8041,-123.6378,1.0504,1.0496
-28.6941,-123.6084,1.0502,1.0493
-28.5842,-123.5789,1.0500,1.0490
-28.4742,-123.5495,1.0499,1.0487
-28.3643,-123.5201,1.0497,1.0484
-28.2544,-123.4906,1.0494,1.0482
-28.1444,-123.4611,1.0491,1.0479
-28.0345,-123.4316,1.0488,1.0476
-27.9246,-123.4021,1.0485,1.0474
-27.8147,-123.3726,1.0482,1.0472
-27.7047,-123.3431,1.0480,1.0470
-27.5948,-123.3135,1.0478,1.0469
-27.4849,-123.2839,1.0476,1.0468
-27.3750,-123.2544,1.0475,1.0467
-27.2651,-123.2248,1.0473,1.0467
-27.1552,-123.1952,1.0473,1.0466
-27.0453,-123.1656,1.0472,1.0467
-26.9354,-123.1359,1.0472,1.0467
-26.8255,-123.1063,1.0472,1.0468
-26.7156,-123.0767,1.0473,1.0470
-26.6057,-123.0470,1.0473,1.0471
-26.4958,-123.0174,1.0474,1.0473
-26.3859,-122.9878,1.0476,1.0475
-26.2760,-122.9581,1.0477,1.0478
-26.1662,-122.9285,1.0479,1.0481
-26.0563,-122.8988,1.0481,1.0484
-25.9464,-122.8692,1.0484,1.0487
-25.8365,-122.8395,1.0486,1.0490
-25.7266,-122.8098,1.0488,1.0494
-25.6167,-122.7802,1.0491,1.0497
-25.5068,-122.7505,1.0494,1.0501
-25.3970,-122.7209,1.0496,1.0504
-25.2871,-122.6912,1.0499,1.0508
-25.1772,-122.6615,1.0502,1.0511
-25.0673,-122.6319,1.0504,1.0515
-24.9574,-122.6022,1.0507,1.0518
-24.8475,-122.5725,1.0509,1.0521
-24.7376,-122.5429,1.0511,1.0524
-24.6278,-122.5132,1.0513,1.0527
-24.5179,-122.4836,1.0515,1.0530
-24.4080,-122.4539,1.0517,1.0531
-24.2981,-122.4243,1.0518,1.0531
-24.1882,-122.3947,1.0519,1.0530
-24.0783,-122.3650,1.0520,1.0530
-23.9684,-122.3354,1.0520,1.0529
-23.8585,-122.3059,1.0520,1.0527
-23.7486,-122.2763,1.0520,1.0525
-23.6387,-122.2467,1.0520,1.0523
-23.5287,-122.2172,1.0519,1.0521
-23.4188,-122.1877,1.0518,1.0518
-23.3089,-122.1582,1.0517,1.0515
-23.1989,-122.1288,1.0516,1.0512
-23.0890,-122.0993,1.0514,1.0509
-22.9790,-122.0699,1.0513,1.0505
-22.8691,-122.0405,1.0511,1.0502
-22.7591,-122.0111,1.0509,1.0498
-22.6492,-121.9817,1.0507,1.0495
-22.5392,-121.9524,1.0503,1.0491
-22.4292,-121.9230,1.0499,1.0488
-22.3193,-121.8937,1.0495,1.0484
-22.2093,-121.8643,1.0491,1.0481
-22.0993,-121.8350,1.0488,1.0478
-21.9894,-121.8056,1.0485,1.0476
-21.8794,-121.7763,1.0482,1.0473
-21.7694,-121.7469,1.0479,1.0471
-21.6595,-121.7175,1.0477,1.0469
-21.5495,-121.6881,1.0475,1.0468
-21.4396,-121.6587,1.0473,1.0467
-21.3296,-121.6293,1.0472,1.0466
-21.2197,-121.5998,1.0471,1.0466
-21.1097,-121.5704,1.0470,1.0466
-20.9998,-121.5409,1.0470,1.0467
-20.8899,-121.5113,1.0470,1.0467
-20.7800,-121.4818,1.0470,1.0468
-20.6701,-121.4522,1.0471,1.0470
-20.5602,-121.4226,1.0472,1.0471
-20.4503,-121.3930,1.0473,1.0473
-20.3404,-121.3634,1.0474,1.0475
-20.2305,-121.3337,1.0475,1.0477
-20.1206,-121.3040,1.0476,1.0479
-20.0107,-121.2743,1.0478,1.0481
-19.9009,-121.2445,1.0479,1.0483
-19.7910,-121.2148,1.0481,1.0486
-19.6812,-121.1850,1.0483,1.0488
-19.5713,-121.1552,1.0484,1.0490
-19.4615,-121.1254,1.0486,1.0493
-19.3516,-121.0956,1.0488,1.0495
-19.2418,-121.0658,1.0489,1.0498
-19.1319,-121.0359,1.0491,1.0500
-19.0221,-121.0061,1.0493,1.0503
-18.9123,-120.9762,1.0494,1.0505
-18.8024,-120.9464,1.0496,1.0508
-18.6926,-120.9165,1.0498,1.0510
-18.5828,-120.8867,1.0499,1.0513
-18.4729,-120.8569,1.0501,1.0515
-18.3631,-120.8271,1.0502,1.0516
-18.2532,-120.7973,1.0504,1.0516
-18.1434,-120.7675,1.0505,1.0516
-18.0335,-120.7378,1.0507,1.0516
-17.9236,-120.7081,1.0508,1.0515
-17.8137,-120.6784,1.0509,1.0515
-17.7039,-120.6488,1.0511,1.0514
-17.5940,-120.6191,1.0512,1.0513
-17.4841,-120.5896,1.0513,1.0512
-17.3741,-120.5600,1.0513,1.0511
-17.2642,-120.5305,1.0514,1.0510
-17.1543,-120.5011,1.0515,1.0509
-17.0443,-120.4716,1.0515,1.0507
-16.9344,-120.4423,1.0515,1.0506
-16.8244,-120.4129,1.0516,1.0504
-16.7144,-120.3836,1.0514,1.0502
-16.6044,-120.3543,1.0511,1.0500
-16.4944,-120.3250,1.0508,1.0498
-16.3844,-120.2958,1.0505,1.0496
-16.2744,-120.2666,1.0503,1.0494
-16.1644,-120.2373,1.0500,1.0492
-16.0544,-120.2081,1.0497,1.0490
-15.9444,-120.1789,1.0494,1.0488
-15.8344,-120.1497,1.0492,1.0486
-15.7244,-120.1204,1.0489,1.0484
-15.6144,-120.0912,1.0487,1.0482
-15.5044,-120.0619,1.0485,1.0480
-15.3945,-120.0326,1.0483,1.0479
-15.2845,-120.0033,1.0481,1.0478
-15.1745,-119.9739,1.0480,1.0476
-15.0646,-119.9445,1.0478,1.0476
-14.9546,-119.9151,1.0477,1.0475
-14.8447,-119.8856,1.0476,1.0474
-14.7348,-119.8561,1.0475,1.0474
-14.6248,-119.8265,1.0474,1.0474
-14.5149,-119.7969,1.0474,1.0474
-14.4050,-119.7673,1.0474,1.0475
-14.2952,-119.7377,1.0473,1.0475
-14.1853,-119.7080,1.0474,1.0476
-14.0754,-119.6783,1.0474,1.0477
-13.9655,-119.6485,1.0474,1.0478
-13.8557,-119.6188,1.0475,1.0479
-13.7458,-119.5890,1.0476,1.0481
-13.6360,-119.5592,1.0476,1.0482
-13.5261,-119.5294,1.0478,1.0484
-13.4163,-119.4996,1.0479,1.0486
-13.3064,-119.4698,1.0480,1.0488
-13.1966,-119.4400,1.0482,1.0491
-13.0867,-119.4102,1.0483,1.0493
-12.9769,-119.3804,1.0485,1.0496
-12.8670,-119.3507,1.0487,1.0499
-12.7572,-119.3209,1.0489,1.0502
-12.6473,-119.2911,1.0492,1.0505
-12.5375,-119.2613,1.0494,1.0508
-12.4276,-119.2316,1.0496,1.0509
-12.3177,-119.2019,1.0499,1.0510
-12.2079,-119.1721,1.0501,1.0511
-12.0980,-119.1424,1.0504,1.0512
-11.9881,-119.1127,1.0507,1.0513
-11.8782,-119.0831,1.0509,1.0514
-11.7683,-119.0534,1.0512,1.0515
-11.6585,-119.0238,1.0514,1.0515
-11.5486,-118.9942,1.0517,1.0516
-11.4387,-118.9646,1.0519,1.0517
-11.3287,-118.9350,1.0521,1.0517
-11.2188,-118.9054,1.0523,1.0517
-11.1089,-118.8758,1.0525,1.0517
-10.9990,-118.8463,1.0526,1.0517
-10.8891,-118.8168,1.0528,1.0516
-10.7791,-118.7873,1.0526,1.0516
-10.6692,-118.7578,1.0524,1.0514
-10.5593,-118.7284,1.0522,1.0513
-10.4493,-118.6989,1.0520,1.0511
-10.3394,-118.6695,1.0517,1.0509
-10.2294,-118.6401,1.0514,1.0507
-10.1195,-118.6107,1.0511,1.0504
-10.0095,-118.5813,1.0507,1.0502
-9.8996,-118.5519,1.0503,1.0499
-9.7896,-118.5225,1.0500,1.0495
-9.6796,-118.4931,1.0496,1.0492
-9.5697,-118.4638,1.0492,1.0489
-9.4597,-118.4344,1.0488,1.0485
-9.3497,-118.4050,1.0484,1.0482
-9.2398,-118.3756,1.0480,1.0479
-9.1298,-118.3462,1.0477,1.0476
-9.0199,-118.3168,1.0474,1.0473
-8.9099,-118.2874,1.0470,1.0470
-8.8000,-118.2580,1.0468,1.0468
-8.6900,-118.2285,1.0465,1.0466
-8.5801,-118.1991,1.0463,1.0464
-8.4702,-118.1696,1.0461,1.0463
-8.3602,-118.1401,1.0460,1.0462
-8.2503,-118.1105,1.0459,1.0462
-8.1404,-118.0810,1.0459,1.0462
-8.0305,-118.0514,1.0458,1.0462
-7.9206,-118.0219,1.0459,1.0463
-7.8107,-117.9923,1.0459,1.0465
-7.7008,-117.9626,1.0460,1.0466
-7.5909,-117.9330,1.0462,1.0468
-7.4810,-117.9034,1.0463,1.0471
-7.3711,-117.8737,1.0465,1.0473
-7.2612,-117.8440,1.0467,1.0476
-7.1514,-117.8143,1.0469,1.0479
-7.0415,-117.7846,1.0472,1.0482
-6.9316,-117.7549,1.0474,1.0486
-6.8217,-117.7252,1.0477,1.0489
-6.7119,-117.6955,1.0480,1.0493
-6.6020,-117.6658,1.0483,1.0496
-6.4921,-117.6360,1.0486,1.0498
-6.3823,-117.6063,1.0489,1.0499
-6.2724,-117.5765,1.0492,1.0501
-6.1625,-117.5468,1.0495,1.0502
-6.0527,-117.5170,1.0497,1.0503
-5.9428,-117.4873,1.0500,1.0504
-5.8330,-117.4575,1.0503,1.0505
-5.7231,-117.4278,1.0505,1.0506
-5.6132,-117.3980,1.0507,1.0507
-5.5034,-117.3683,1.0509,1.0507
-5.3935,-117.3386,1.0511,1.0507
-5.2836,-117.3088,1.0513,1.0507
-5.1738,-117.2791,1.0515,1.0507
-5.0639,-117.2494,1.0516,1.0507
-4.9540,-117.2198,1.0517,1.0506
-4.8441,-117.1901,1.0515,1.0505
-4.7342,-117.1605,1.0514,1.0504
-4.6243,-117.1309,1.0512,1.0503
-4.5144,-117.1013,1.0510,1.0502
-4.4045,-117.0717,1.0508,1.0501
-4.2946,-117.0422,1.0506,1.0499
-4.1847,-117.0127,1.0504,1.0498
-4.0747,-116.9832,1.0502,1.0496
-3.9648,-116.9538,1.0499,1.0495
-3.8548,-116.9243,1.0497,1.0493
-3.7449,-116.8949,1.0495,1.0491
-3.6349,-116.8656,1.0493,1.0490
-3.5250,-116.8362,1.0491,1.0488
-3.4150,-116.8069,1.0489,1.0487
-3.3050,-116.7775,1.0487,1.0485
-3.1950,-116.7482,1.0485,1.0484
-3.0851,-116.7189,1.0483,1.0482
-2.9751,-116.6896,1.0481,1.0481
-2.8651,-116.6603,1.0480,1.0480
-2.7551,-116.6310,1.0478,1.0479
-2.6451,-116.6017,1.0477,1.0478
-2.5352,-116.5723,1.0476,1.0478
-2.4252,-116.5430,1.0474,1.0477
-2.3152,-116.5136,1.0474,1.0477
-2.2053,-116.4842,1.0473,1.0476
-2.0953,-116.4548,1.0472,1.0476
-1.9854,-116.4253,1.0472,1.0477
-1.8755,-116.3958,1.0472,1.0477
-1.7655,-116.3663,1.0472,1.0477
-1.6556,-116.3367,1.0472,1.0478
-1.5457,-116.3072,1.0472,1.0478
-1.4358,-116.2775,1.0472,1.0479
-1.3259,-116.2479,1.0473,1.0480
-1.2160,-116.2182,1.0473,1.0481
-1.1062,-116.1885,1.0474,1.0483
-0.9963,-116.1588,1.0474,1.0484
-0.8864,-116.1290,1.0475,1.0485
-0.7766,-116.0992,1.0476,1.0487
-0.6667,-116.0695,1.0477,1.0488
-0.5569,-116.0397,1.0479,1.0490
-0.4471,-116.0098,1.0480,1.0491
-0.3372,-115.9800,1.0481,1.0491
-0.2274,-115.9502,1.0483,1.0490
-0.1175,-115.9204,1.0484,1.0490
-0.0077,-115.8906,1.0486,1.0490
0.1022,-115.8608,1.0488,1.0490
0.2120,-115.8310,1.0490,1.0490
0.3219,-115.8012,1.0492,1.0491
0.4317,-115.7714,1.0494,1.0491
0.5416,-115.7417,1.0497,1.0491
0.6515,-115.7120,1.0499,1.0492
0.7613,-115.6823,1.0501,1.0492
0.8712,-115.6526,1.0503,1.0493
0.9811,-115.6229,1.0503,1.0494
1.0910,-115.5933,1.0503,1.0494
1.2009,-115.5637,1.0503,1.0495
1.3108,-115.5341,1.0503,1.0495
1.4207,-115.5046,1.0503,1.0495
1.5307,-115.4751,1.0502,1.0496
1.6406,-115.4456,1.0502,1.0496
1.7505,-115.4162,1.0501,1.0496
1.8605,-115.3868,1.0500,1.0495
1.9704,-115.3574,1.0499,1.0495
2.0804,-115.3280,1.0498,1.0494
2.1904,-115.2987,1.0496,1.0493
2.3004,-115.2693,1.0495,1.0492
2.4103,-115.2400,1.0493,1.0491
2.5203,-115.2107,1.0491,1.0490
2.6303,-115.1814,1.0489,1.0488
2.7403,-115.1521,1.0487,1.0487
2.8503,-115.1228,1.0485,1.0485
2.9602,-115.0935,1.0483,1.0483
3.0702,-115.0642,1.0481,1.0481
3.1802,-115.0349,1.0478,1.0479
3.2902,-115.0055,1.0476,1.0478
3.4001,-114.9762,1.0474,1.0476
3.5101,-114.9468,1.0472,1.0474
3.6200,-114.9174,1.0470,1.0472
3.7300,-114.8879,1.0468,1.0471
3.8399,-114.8585,1.0466,1.0470
3.9499,-114.8290,1.0465,1.0468
4.0598,-114.7995,1.0463,1.0467
4.1697,-114.7699,1.0462,1.0466
4.2796,-114.7404,1.0461,1.0466
4.3895,-114.7108,1.0460,1.0465
4.4994,-114.6812,1.0459,1.0465
4.6093,-114.6515,1.0459,1.0465
4.7192,-114.6219,1.0459,1.0466
4.8291,-114.5922,1.0459,1.0466
4.9390,-114.5625,1.0459,1.0467
5.0488,-114.5328,1.0460,1.0469
5.1587,-114.5031,1.0460,1.0470
5.2686,-114.4733,1.0462,1.0472
5.3784,-114.4436,1.0463,1.0474
5.4883,-114.4139,1.0465,1.0475
5.5982,-114.3841,1.0467,1.0475
5.7080,-114.3544,1.0469,1.0475
5.8179,-114.3246,1.0471,1.0476
5.9277,-114.2948,1.0474,1.0477
6.0376,-114.2651,1.0477,1.0478
6.1475,-114.2353,1.0480,1.0479
6.2573,-114.2056,1.0483,1.0480
6.3672,-114.1758,1.0486,1.0482
6.4770,-114.1461,1.0490,1.0483
6.5869,-114.1164,1.0493,1.0485
6.6968,-114.0866,1.0497,1.0487
6.8066,-114.0569,1.0498,1.0488
6.9165,-114.0272,1.0499,1.0490
7.0264,-113.9974,1.0500,1.0492
7.1362,-113.9677,1.0501,1.0493
7.2461,-113.9380,1.0502,1.0494
7.3560,-113.9083,1.0502,1.0495
7.4659,-113.8786,1.0503,1.0496
7.5757,-113.8489,1.0503,1.0497
7.6856,-113.8192,1.0502,1.0497
7.7955,-113.7895,1.0502,1.0497
7.9054,-113.7598,1.0501,1.0497
8.0152,-113.7301,1.0500,1.0497
8.1251,-113.7004,1.0499,1.0496
8.2350,-113.6708,1.0498,1.0495
8.3449,-113.6411,1.0496,1.0494
8.4548,-113.6115,1.0494,1.0493
8.5647,-113.5819,1.0492,1.0491
8.6746,-113.5523,1.0490,1.0490
8.7845,-113.5227,1.0488,1.0488
8.8944,-113.4932,1.0486,1.0486
9.0043,-113.4637,1.0483,1.0484
9.1143,-113.4341,1.0481,1.0482
9.2242,-113.4046,1.0479,1.0480
9.3341,-113.3752,1.0476,1.0478
9.4441,-113.3457,1.0474,1.0476
9.5540,-113.3163,1.0472,1.0475
9.6640,-113.2869,1.0470,1.0473
9.7739,-113.2575,1.0468,1.0472
9.8839,-113.2281,1.0467,1.0470
9.9939,-113.1987,1.0465,1.0469
10.1038,-113.1694,1.0464,1.0469
10.2138,-113.1401,1.0463,1.0468
10.3238,-113.1107,1.0463,1.0468
10.4338,-113.0814,1.0462,1.0468
10.5437,-113.0521,1.0462,1.0469
10.6537,-113.0228,1.0462,1.0470
10.7637,-112.9935,1.0463,1.0471
10.8737,-112.9642,1.0464,1.0473
10.9837,-112.9349,1.0465,1.0474
11.0936,-112.9056,1.0467,1.0477
11.2036,-112.8763,1.0469,1.0478
11.3136,-112.8470,1.0471,1.0478
11.4236,-112.8176,1.0473,1.0479
11.5335,-112.7883,1.0476,1.0480
11.6435,-112.7589,1.0479,1.0481
11.7535,-112.7296,1.0482,1.0482
11.8634,-112.7002,1.0485,1.0484
11.9734,-112.6708,1.0488,1.0485
12.0834,-112.6414,1.0492,1.0487
12.1933,-112.6120,1.0495,1.0489
12.3033,-112.5826,1.0499,1.0490
12.4132,-112.5532,1.0501,1.0492
12.5232,-112.5238,1.0502,1.0493
12.6331,-112.4943,1.0503,1.0495
12.7431,-112.4649,1.0504,1.0496
12.8530,-112.4354,1.0504,1.0497
12.9629,-112.4059,1.0504,1.0498
13.0728,-112.3764,1.0505,1.0499
13.1828,-112.3469,1.0504,1.0499
13.2927,-112.3173,1.0504,1.0499
13.4026,-112.2876,1.0503,1.0499
13.5124,-112.2579,1.0503,1.0499
13.6223,-112.2281,1.0501,1.0498
13.7321,-112.1983,1.0500,1.0497
13.8419,-112.1683,1.0498,1.0495
13.9517,-112.1382,1.0497,1.0494
14.0614,-112.1079,1.0495,1.0492
14.1711,-112.0775,1.0493,1.0490
14.2807,-112.0468,1.0490,1.0488
14.3902,-112.0160,1.0488,1.0486
14.4997,-111.9848,1.0486,1.0483
14.6091,-111.9533,1.0483,1.0481
14.7184,-111.9215,1.0481,1.0479
14.8275,-111.8893,1.0479,1.0476
14.9366,-111.8567,1.0477,1.0474
15.0455,-111.8236,1.0475,1.0472
15.1542,-111.7900,1.0474,1.0469
15.2628,-111.7558,1.0473,1.0468
15.3712,-111.7210,1.0473,1.0466
15.4793,-111.6856,1.0473,1.0465
15.5873,-111.6495,1.0472,1.0465
15.6949,-111.6126,1.0468,1.0465
15.8023,-111.5749,1.0463,1.0466
15.9095,-111.5365,1.0459,1.0466
16.0163,-111.4973,1.0455,1.0463
16.1229,-111.4572,1.0453,1.0459
16.2291,-111.4164,1.0451,1.0457
16.3350,-111.3747,1.0450,1.0455
16.4406,-111.3322,1.0449,1.0453
16.5459,-111.2889,1.0449,1.0452
16.6508,-111.2449,1.0450,1.0451
16.7554,-111.2001,1.0450,1.0451
16.8598,-111.1546,1.0452,1.0451
16.9638,-111.1085,1.0453,1.0452
17.0676,-111.0617,1.0455,1.0453
17.1711,-111.0143,1.0457,1.0454
17.2743,-110.9664,1.0459,1.0455
17.3773,-110.9180,1.0461,1.0456
17.4801,-110.8691,1.0463,1.0457
17.5827,-110.8198,1.0465,1.0459
17.6851,-110.7701,1.0466,1.0460
17.7873,-110.7200,1.0468,1.0461
